,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster
1328,Machine Stop,Filler,Filling heads,Fault not listed,56,Filler not running due to fluctuation in weights and is being investigated. All cams checked. Filling head 125 to be replaced and fibre washers,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,23,20,5,TRUE,filler not running due to fluctuation in weights and is being investigated all cams checked filling head to be replaced and fibre washers,{},filler run fluctuation weight investigate cam check fill head replace fibre washer,3
1329,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),60,crafts are changing head 125 and replacing fibre washers onn heads 15 and 16. line not running so that these can be changed and all CAMS inspected as a result of fluctuating weights due to filling heads not filling to standard. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,23,21,5,TRUE,crafts are changing head and replacing fibre washers onn heads and line not running so that these can be changed and all cams inspected as a result of fluctuating weights due to filling heads not filling to standard lm,{},craft change head replace fibre washer head line run change cam inspect result fluctuate weight fill head fill standard lm,2
1330,Machine Stop,Filler,Filling heads,Fault not listed,60,crafts are changing head 125 and replacing fibre washers onn heads 15 and 16. line not running so that these can be changed and all CAMS inspected as a result of fluctuating weights due to filling heads not filling to standard. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,23,22,5,TRUE,crafts are changing head and replacing fibre washers onn heads and line not running so that these can be changed and all cams inspected as a result of fluctuating weights due to filling heads not filling to standard lm,{},craft change head replace fibre washer head line run change cam inspect result fluctuate weight fill head fill standard lm,3
1331,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),60,crafts are changing head 125 and replacing fibre washers onn heads 15 and 16. line not running so that these can be changed and all CAMS inspected as a result of fluctuating weights due to filling heads not filling to standard. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,23,23,5,TRUE,crafts are changing head and replacing fibre washers onn heads and line not running so that these can be changed and all cams inspected as a result of fluctuating weights due to filling heads not filling to standard lm,{},craft change head replace fibre washer head line run change cam inspect result fluctuate weight fill head fill standard lm,2
1332,Machine Stop,Filler,Cams,CAM Actuator,25,Cam 4 cylinder passing air causing cam not to actuate fully,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,24,15,6,TRUE,cam cylinder passing air causing cam not to actuate fully,{},cam cylinder pass air cause cam actuate fully,0
1333,Machine Stop,Filler,Bowl pressure,Fault not listed,23,bowl pressure too low craft made adjustments to Cam 4,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,24,16,6,TRUE,bowl pressure too low craft made adjustments to cam ,{},bowl pressure low craft adjustment cam,3
1334,Machine Stop,Filler,Lubrication issues,Lubrication failure,10,green roller water lubrication error message - investigating - manually byspassed using switch on filler - advised by crafts,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,7,26,0,1,FALSE,green roller water lubrication error message investigating manually byspassed using switch on filler advised by crafts,{},green roller water lubrication error message investigate manually bypass switch filler advise craft,0
1335,Machine Stop,Filler,Bowl pressure,Pressure Control,2,"Bowl pressure dropped to nearly zero, stopped to let it rise",17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,7,26,5,1,FALSE,bowl pressure dropped to nearly zero stopped to let it rise,{},bowl pressure drop nearly zero stop let rise,1
1336,Machine Stop,Filler,Bowl pressure,Pressure Control,10,low bowl pressure,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,26,22,1,FALSE,low bowl pressure,{},low bowl pressure,1
1337,Machine Stop,Filler,Bowl pressure,Pressure Control,6,bowl pressure too low,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,27,1,2,FALSE,bowl pressure too low,{},bowl pressure low,1
1338,Machine Stop,Filler,Bowl pressure,Pressure Control,8,low pressure after change over,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,27,4,2,FALSE,low pressure after change over,{},low pressure change,1
1339,Machine Stop,Filler,Bowl pressure,Pressure Control,7,inconsistant bowl pressure,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,7,27,13,2,FALSE,inconsistant bowl pressure,{},inconsistent bowl pressure,1
1340,Machine Stop,Filler,Filling heads,Fault not listed,162,"underfilling cans craft checked all cams all are to standard  checking heuft cell 2 ,re-calibrated heufts in cell 2",17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2022,7,28,4,3,FALSE,underfilling cans craft checked all cams all are to standard checking heuft cell recalibrated heufts in cell ,{},undersell can craft check cam standard check heft cell recalibrate heft cell,3
1341,Machine Stop,Filler,Filling heads,Fault not listed,10,heads 16 & 27 underfilling TD,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,29,13,4,FALSE,heads underfilling td,{},head undersell,3
1342,Machine Stop,Filler,Can stop,Fault not listed,15,Stopped for 15 minutes to work out end of run - previous shift should have purged beer off but had not - checked for material in cell 2 and for SM and PT,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,7,30,7,5,TRUE,stopped for minutes to work out end of run previous shift should have purged beer off but had not checked for material in cell and for sm and pt,{},stop minute work end run previous shift purge beer check material cell sm pt,3
1343,Machine Stop,Filler,Tappet chain,Fault not listed,8,Tappet chain crash,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,7,30,7,5,TRUE,tappet chain crash,{},tappet chain crash,5
1344,Machine Stop,Filler,Bowl pressure,Pressure Control,15,Craft in attendance investigaying Pressure Control on the Ring Bowl (struggling to maintain set point). Craft think it could be CO2 pressure from the Brewery causing the issue - checking with the Brewery. MR.,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,30,20,5,TRUE,craft in attendance investigaying pressure control on the ring bowl struggling to maintain set point craft think it could be pressure from the brewery causing the issue checking with the brewery mr,{},craft attendance investigate pressure control ring bowl struggle maintain set point craft think pressure brewery cause issue check brewery mr,1
1345,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,7,Tappet Chain out of alignment x2 causing damaged Cans. All Cans removed and Tappet Chain re-aligned. MR.,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,30,20,5,TRUE,tappet chain out of alignment causing damaged cans all cans removed and tappet chain realigned mr,{},tappet chain alignment cause damaged can can remove tappet chain realign mr,5
1346,Machine Stop,Filler,Bowl pressure,Pressure Control,13,Craft carrying out more inspections due to Bowl Pressure not controlling as it should. Craft checking inside the Filler at Sensors and for Leaks. MR.,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,7,30,21,5,TRUE,craft carrying out more inspections due to bowl pressure not controlling as it should craft checking inside the filler at sensors and for leaks mr,{},craft carry inspection bowl pressure control craft check inside filler sensor leak mr,1
1347,Machine Stop,Filler,Filling heads,Underfilling Head (Change),12,Underfilling Head investigation by crafts,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,1,15,0,FALSE,underfilling head investigation by crafts,{},undersell head investigation craft,2
1348,Machine Stop,Filler,Filling heads,Underfilling Head (Change),53,Underfilling Head (Change) head 62,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,1,16,0,FALSE,underfilling head change head ,{},undersell head change head,3
1349,Machine Stop,Filler,Starwheel,Fault not listed,6,Filler stopped to investiaget damaged cans,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,1,19,0,FALSE,filler stopped to investiaget damaged cans,{},filler stop investigate damage can,1
1350,Machine Stop,Filler,Bowl pressure,Pressure Control,3,Bowl pressure dropped,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,2,0,1,FALSE,bowl pressure dropped,{},bowl pressure drop,0
1351,Machine Stop,Filler,Bowl pressure,Fault not listed,6,bowl pressure too low,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,2,12,1,FALSE,bowl pressure too low,{},bowl pressure low,3
1352,Machine Stop,Filler,Bowl pressure,Pressure Control,60,Bowl pressure dropping to nearly zero on startup of run - stop start,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,2,23,1,FALSE,bowl pressure dropping to nearly zero on startup of run stop start,{},bowl pressure drop nearly zero startup run stop start,1
1353,Machine Stop,Filler,Bowl pressure,Pressure Control,465,Bowl pressure dropping to nearly zero on startup of run - stop start,17,Breakdown,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,3,0,2,FALSE,bowl pressure dropping to nearly zero on startup of run stop start,{},bowl pressure drop nearly zero startup run stop start,1
1354,Machine Stop,Filler,PILZ system,Panels tripped,5,"pilz system tripped out,crafts in attendance",17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,3,10,2,FALSE,pilz system tripped outcrafts in attendance,{},pile system trip outcast attendance,1
1355,Machine Stop,Filler,PILZ system,Full safety circuit tripped,22,crafts reset pilz system that tripped out,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,3,13,2,FALSE,crafts reset pilz system that tripped out,{},craft reset pile system trip,2
1356,Machine Stop,Filler,Channel pressure,Pressure drop,14,emptying bins manually as crushers getting welded,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,3,14,2,FALSE,emptying bins manually as crushers getting welded,{},empty bin manually crusher get weld,2
1357,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,12,Large Crash in the Filler and Seamer knocking out Clutch. All damaged Cans and debris removed. Tappet Chain eventually re-aligned. Chucks and Cans checked. MR.,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,5,12,4,FALSE,large crash in the filler and seamer knocking out clutch all damaged cans and debris removed tappet chain eventually realigned chucks and cans checked mr,{},large crash filler steamer knock clutch damage can debris remove tappet chain eventually realign chuck can check mr,4
1358,Machine Stop,Filler,PILZ system,Doors tripped,20,pilz tripping out craft trying to reset,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,5,19,4,FALSE,pilz tripping out craft trying to reset,{},pile trip craft try reset,2
1359,Machine Stop,Filler,PILZ system,Full safety circuit tripped,60,pilz estop ctafy trying to diagnose problem,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,5,20,4,FALSE,pilz estop ctafy trying to diagnose problem,{},pile estop stay try diagnose problem,0
1360,Machine Stop,Filler,PILZ system,Full safety circuit tripped,5,pilz estop craft trying to diagnose problem,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,5,21,4,FALSE,pilz estop craft trying to diagnose problem,{},pile estop craft try diagnose problem,0
1361,Machine Stop,Filler,Clutch,Fault not listed,18,seamer crash caused clutch to jump and trap all cans on transfer chain,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,6,5,5,TRUE,seamer crash caused clutch to jump and trap all cans on transfer chain,{},steamer crash cause clutch jump trap can transfer chain,5
1362,Machine Stop,Filler,Clutch,Fault not listed,10,Filler Crash causing Clutch to disengag. Unable to pull back in line using the Tappet Chain. MR.,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,6,7,5,TRUE,filler crash causing clutch to disengag unable to pull back in line using the tappet chain mr,{},filler crash cause clutch disengage unable pull line tappet chain mr,5
1363,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,10,Large Filler and Seamer Crash. All damaged Cans and debris removed. Chucks and Cans checked. MR.,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,6,8,5,TRUE,large filler and seamer crash all damaged cans and debris removed chucks and cans checked mr,{},large filler steamer crash damage can debris remove chuck can check mr,4
1364,Machine Stop,Filler,Can stop,Fault not listed,5,Filler stopped whilst test cans were made for cell 2 heuft,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,8,14,0,FALSE,filler stopped whilst test cans were made for cell heuft,{},filler stop whilst test can cell heft,3
1365,Machine Stop,Filler,Can stop,Fault not listed,8,Filler stopped to investigate underfilled cans post heuft,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,8,15,0,FALSE,filler stopped to investigate underfilled cans post heuft,{},filler stop investigate undefiled can post heft,3
1366,Machine Stop,Filler,Tappet chain,Fault not listed,7,can crash on tappet chain,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,8,15,0,FALSE,can crash on tappet chain,{},crash tappet chain,5
1367,Machine Stop,Filler,Bowl pressure,Pressure Control,3,drop in pressure-DH,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,8,19,0,FALSE,drop in pressuredh,{},drop pressured,1
1368,Machine Stop,Filler,PILZ system,Panels tripped,3,"filler tripped,emergency stop alarms x3 ,reset",17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,8,20,0,FALSE,filler trippedemergency stop alarms reset,{},filler trippedemergency stop alarm reset,0
1369,Machine Stop,Filler,PILZ system,Full safety circuit tripped,19,"pilz system tripped,crafts reset-DH",17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,9,1,1,FALSE,pilz system trippedcrafts resetdh,{},pile system trippedcraft reset,2
1370,Machine Stop,Filler,PILZ system,Full safety circuit tripped,3,Pilz system tripped - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,9,20,1,FALSE,pilz system tripped reset by operator,{},pile system trip reset operator,2
1371,Machine Stop,Filler,PILZ system,Full safety circuit tripped,1,Panel tripped - operator reset,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,9,21,1,FALSE,panel tripped operator reset,{},panel trip operator reset,0
1372,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2,safety circuits tripped - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,9,21,1,FALSE,safety circuits tripped reset by operator,{},safety circuit trip reset operator,3
1373,Machine Stop,Filler,PILZ system,Full safety circuit tripped,1,Reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,0,2,FALSE,reset by operator,{},reset operator,0
1374,Machine Stop,Filler,PILZ system,Full safety circuit tripped,15,Pilz tripped - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,1,2,FALSE,pilz tripped reset by operator,{},pile trip reset operator,2
1375,Machine Stop,Filler,PILZ system,Full safety circuit tripped,15,Filler pilz tripped - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,3,2,FALSE,filler pilz tripped reset by operator,{},filler pile trip reset operator,2
1376,Machine Stop,Filler,PILZ system,Full safety circuit tripped,28,craft re-set pilz system,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,10,13,2,FALSE,craft reset pilz system,{},craft reset pile system,2
1377,Machine Stop,Filler,PILZ system,Full safety circuit tripped,4,Pilz system error - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,19,2,FALSE,pilz system error reset by operator,{},pile system error reset operator,2
1378,Machine Stop,Filler,PILZ system,Panels tripped,3,Reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,21,2,FALSE,reset by operator,{},reset operator,2
1379,Machine Stop,Filler,PILZ system,Full safety circuit tripped,16,Full tripped - being reset by crafts,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,22,2,FALSE,full tripped being reset by crafts,{},trip reset craft,2
1380,Machine Stop,Filler,PILZ system,Full safety circuit tripped,29,Filler not restarting after stop,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,22,2,FALSE,filler not restarting after stop,{},filler restart stop,0
1381,Machine Stop,Filler,Bowl pressure,Pressure Control,6,Pressure drop  after crafts fixed PILZ,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,22,2,FALSE,pressure drop after crafts fixed pilz,{},pressure drop craft fix pile,1
1382,Machine Stop,Filler,PILZ system,Panels tripped,14,crafts reset,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,10,23,2,FALSE,crafts reset,{},craft reset,2
1383,Machine Stop,Filler,PILZ system,Panels tripped,12,PILZ system tripped - reset by operator,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,11,1,3,FALSE,pilz system tripped reset by operator,{},pile system trip reset operator,2
1384,Machine Stop,Filler,Tappet chain,Fault not listed,9,Seamer and tappet chain crash,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,11,5,3,FALSE,seamer and tappet chain crash,{},steamer tappet chain crash,5
1385,Machine Stop,Filler,Bowl pressure,Pressure Control,746,bowl pressure not stabalising high weights and low weights,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,11,8,3,FALSE,bowl pressure not stabalising high weights and low weights,{},bowl pressure stabilize high weight low weight,1
1386,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),7,checking head 27 underfilling,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,11,21,3,FALSE,checking head underfilling,{},check head undersell,0
1387,Machine Stop,Filler,Clutch,Fault not listed,55,malfuction safety clutch-filler drive. Filler wont run crafts found clutch out of position,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,12,21,4,FALSE,malfuction safety clutchfiller drive filler wont run crafts found clutch out of position,{},malfunction safety clutchfiller drive filler will not run craft find clutch position,3
1388,Machine Stop,Filler,Cams,Fault not listed,6,craft checking cam 7,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,13,2,5,TRUE,craft checking cam ,{},craft check cam,3
1389,Machine Stop,Filler,Control panel,Fault not listed,5,Emergwency stop alarm,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,15,20,0,FALSE,emergwency stop alarm,{},emergency stop alarm,3
1390,Machine Stop,Filler,PILZ system,Panels tripped,6,filler control system. Emergency stop alarm kept tripping out. LM,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,15,23,0,FALSE,filler control system emergency stop alarm kept tripping out lm,{},filler control system emergency stop alarm keep trip lm,1
1394,Machine Stop,Filler,Control panel,Fault not listed,2,filler control panel tripping out on consecutive occasions,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,16,23,1,FALSE,filler control panel tripping out on consecutive occasions,{},filler control panel trip consecutive occasion,0
1395,Machine Stop,Filler,Control panel,Fault not listed,5,control panel tripping out,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,16,23,1,FALSE,control panel tripping out,{},control panel trip,0
1396,Machine Stop,Filler,Control panel,Fault not listed,11,filler control panel tripping out. Crafts working to resolve this. LM,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,16,23,1,FALSE,filler control panel tripping out crafts working to resolve this lm,{},filler control panel trip craft work resolve lm,0
1397,Machine Stop,Filler,Control panel,Fault not listed,68,control panel has tripped out. Crafts working to resolve this. A safety relay was changed on the PILZ system control panel. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,17,0,2,FALSE,control panel has tripped out crafts working to resolve this a safety relay was changed on the pilz system control panel lm,{},control panel trip craft work resolve safety relay change pile system control panel lm,3
1398,Machine Stop,Filler,Clutch,Fault not listed,10,filler clutch,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,17,17,2,FALSE,filler clutch,{},filler clutch,3
1399,Machine Stop,Filler,Can stop,Fault not listed,10,Filler stopped whilst informing SM of heavy cans post heuft for ICCS checks - channel pressure and ring bowl pressure altered,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,17,19,2,FALSE,filler stopped whilst informing sm of heavy cans post heuft for iccs checks channel pressure and ring bowl pressure altered,{},filler stop whilst inform sm heavy can post heft iccs check channel pressure ring bowl pressure alter,3
1400,Machine Stop,Filler,In-feed scroll,Cans jammed,5,Cans jammed on infeed scroll,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,17,20,2,FALSE,cans jammed on infeed scroll,{},can jam infeed scroll,4
1401,Machine Stop,Filler,PILZ system,Full safety circuit tripped,27,Crafts reset multiple times,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,18,0,3,FALSE,crafts reset multiple times,{},craft reset multiple time,0
1403,Machine Stop,Filler,Tappet chain,Fault not listed,7,Tappet chain crash,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,18,4,3,FALSE,tappet chain crash,{},tappet chain crash,5
1404,Machine Stop,Filler,In-feed scroll,Fault not listed,16,Cans jammed in infeed scroll on start up + seamer crash,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,18,11,3,FALSE,cans jammed in infeed scroll on start up seamer crash,{},can jam infeed scroll start steamer crash,1
1405,Machine Stop,Filler,Bowl pressure,Pressure Control,4,Bowl pressure dropped,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,18,21,3,FALSE,bowl pressure dropped,{},bowl pressure drop,0
1406,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,19,Cans crashed along line,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,18,21,3,FALSE,cans crashed along line,{},can crash line,4
1407,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,11,And seamer crash,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,19,3,4,FALSE,and seamer crash,{},steamer crash,1
1408,Machine Stop,Filler,Bowl level,Level Control,25,beer keeps blowing back into buffer tank causing high do2,17,Short Stop,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,19,11,4,FALSE,beer keeps blowing back into buffer tank causing high ,{},beer keep blow buffer tank cause high,1
1409,Machine Stop,Filler,Can stop,Fault not listed,6,Brewmaxx ABV fault - cleared by lab,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,24,7,2,FALSE,brewmaxx abv fault cleared by lab,{},brewmaxx abs fault clear lab,3
1410,Machine Stop,Filler,Bowl level,Level Control,18,Brewmaxx error,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,24,15,2,FALSE,brewmaxx error,{},brewmaxx error,2
1411,Machine Stop,Filler,Tappet chain,Fault not listed,5,Crash on tappet chain - damaged can from conveyor,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,26,0,4,FALSE,crash on tappet chain damaged can from conveyor,{},crash tappet chain damage conveyor,5
1412,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2,e stop fault,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,26,14,4,FALSE,e stop fault,{},e stop fault,0
1413,Machine Stop,Filler,Bowl pressure,Pressure Control,6,Pressure drop.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,28,0,6,TRUE,pressure drop,{},pressure drop,0
1414,Machine Stop,Filler,Bowl pressure,Pressure Control,2,Pressure drop.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,28,2,6,TRUE,pressure drop,{},pressure drop,0
1415,Machine Stop,Filler,Bowl pressure,Pressure Control,1,Pressure drop.,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,28,2,6,TRUE,pressure drop,{},pressure drop,0
1416,Machine Stop,Filler,Clutch,Fault not listed,18,Clutch slipped out of position - guarding removed from tappet chain freed up clutch,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,8,28,4,6,TRUE,clutch slipped out of position guarding removed from tappet chain freed up clutch,{},clutch slip position guard remove tappet chain free clutch,3
1417,Machine Stop,Filler,Filling heads,Fault not listed,84,"Head 29 and 25 not filling cans,crafts changed centering bells. LM",17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,29,14,0,FALSE,head and not filling canscrafts changed centering bells lm,{},head fill handcraft change center bell lm,3
1418,Machine Stop,Filler,Filling heads,Fault not listed,32,filling heads 29 and 25 still not filling cans after head change and centring bell change. Silicone has been used on all sniff valves. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,29,16,0,FALSE,filling heads and still not filling cans after head change and centring bell change silicone has been used on all sniff valves lm,{},fill head fill can head change centre bell change silicone sniff valve lm,3
1419,Machine Stop,Filler,Filling heads,Fault not listed,90,Filling head 29 continues to not fill cans. Crafts are changing the beer lever. Full head rep;laced. LM,17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,29,16,0,FALSE,filling head continues to not fill cans crafts are changing the beer lever full head replaced lm,{},fill head continue fill can craft change beer lever head replace lm,3
1420,Machine Stop,Filler,Door,Underfilling Head (Valves),49,heads not filling/air pressue to low,17,Breakdown,FALSE,FALSE,FALSE,FALSE,TRUE,2022,8,29,19,0,FALSE,heads not fillingair pressue to low,{},head fillingair pressure low,0
1421,Machine Stop,Filler,Door,Fault not listed,35,"filler door switch cable tied on,crafts attached switch securely-DH",17,Breakdown,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,30,9,1,FALSE,filler door switch cable tied oncrafts attached switch securelydh,{},filler door switch cable tie craft attach switch securely,0
1422,Machine Stop,Filler,In-feed scroll,Cans jammed,5,damaged cans jammed in scroll-DH,17,Short Stop,TRUE,FALSE,FALSE,FALSE,FALSE,2022,8,30,17,1,FALSE,damaged cans jammed in scrolldh,{},damage can jam scroll,2
1423,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2,Cleared and reset.,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,8,31,16,2,FALSE,cleared and reset,{},clear reset,0
1424,Machine Stop,Filler,PILZ system,Full safety circuit tripped,2,Full safety circuit tripped,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,9,2,8,4,FALSE,full safety circuit tripped,{},safety circuit trip,3
1425,Machine Stop,Filler,PILZ system,Full safety circuit tripped,13,emergency stop alarms on filler. Crafts in attendence performed reset.,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,9,3,1,5,TRUE,emergency stop alarms on filler crafts in attendence performed reset,{},emergency stop alarm filler craft attendance perform reset,1
1426,Machine Stop,Filler,PILZ system,Full safety circuit tripped,6,Cleared fault and performed reset. Crafts investigating issue.,17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,9,3,2,5,TRUE,cleared fault and performed reset crafts investigating issue,{},clear fault perform reset craft investigate issue,0
1427,Machine Stop,Filler,Filling heads,Underfilling Head (Change),17,"Head 29 not filling causing massive seamer/ Filler crashes. Had to stop line to trace head. Sniffting valve sticking needs replacing, Cleaned and lubricated. Will hand over to next shift.",17,Breakdown,FALSE,FALSE,TRUE,FALSE,FALSE,2022,9,3,6,5,TRUE,head not filling causing massive seamer filler crashes had to stop line to trace head sniffting valve sticking needs replacing cleaned and lubricated will hand over to next shift,{},head fill cause massive steamer filler crash stop line trace head sniff valve stick need replace clean lubricate hand shift,2
1428,Machine Stop,Filler,Filling heads,Underfilling Head (Valves),17,purge valve on head 29 stuck in,17,Short Stop,FALSE,TRUE,FALSE,FALSE,FALSE,2022,9,3,10,5,TRUE,purge valve on head stuck in,{},purge valve head stick,0
1429,Machine Stop,Filler,Bowl pressure,Fault not listed,2,alarm,17,Short Stop,FALSE,FALSE,TRUE,FALSE,FALSE,2022,9,4,6,6,TRUE,alarm,{},alarm,3
