,Unnamed: 0_x,Incident,Machine,Area / Cause,Reason/Fault,Time (minutes),Original Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend,cleaned_comments,uncorrectable_words,lemmatized,Cluster,Unnamed: 0_y,Category
228,228,Machine Stop,Filler,PILZ system,Fault not listed,14,Filler emergency stopped E-Stop fault crafts investigating,17,Short Stop,False,False,True,False,False,2021,7,12,17,0,False,filler emergency stopped estop fault crafts investigating,{},filler emergency stop estop fault craft investigate,3.0,28.0,issue with pressure valve or co2 levels
229,229,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,8,"Not sure if can was damaged on way into filler or infeed scroll damaged can on way in requires futher investigation, caused a massive filler crash, Cleared damaged cans from filler and performed reset.",17,Short Stop,False,False,True,False,False,2021,7,12,18,0,False,not sure if can was damaged on way into filler or infeed scroll damaged can on way in requires futher investigation caused a massive filler crash cleared damaged cans from filler and performed reset,{},sure damage way filler infeed scroll damage way require father investigation cause massive filler crash clear damage can filler perform reset,5.0,9.0,filler crash due to damaged cans coming into scroll
230,230,Machine Stop,Filler,Channel pressure,Pressure drop,10,channel pressure drop,17,Short Stop,True,False,False,False,False,2021,7,12,19,0,False,channel pressure drop,{},channel pressure drop,0.0,49.0,pressure drop
231,231,Machine Stop,Filler,In-feed scroll,Cans jammed,13,can jammed infeed scroll,17,Breakdown,True,False,False,False,False,2021,7,13,1,1,False,can jammed infeed scroll,{},jammed infeed scroll,4.0,14.0,Damaged cans trapped on infeed scroll.
232,232,Machine Stop,Filler,Bowl pressure,Pressure Control,11,Dropped presssure,17,Breakdown,True,False,False,False,False,2021,7,13,1,1,False,dropped presssure,{},drop pressure,0.0,47.0,pressure drop
233,233,Machine Stop,Filler,Tappet chain,Fault not listed,5,damaged can jammed causing tappet chain to jam,17,Short Stop,True,False,False,False,False,2021,7,13,1,1,False,damaged can jammed causing tappet chain to jam,{},damage jam cause tappet chain jam,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
234,234,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,18,tappet chain out of alignment and seamer crash,17,Short Stop,True,False,False,False,False,2021,7,13,2,1,False,tappet chain out of alignment and seamer crash,{},tappet chain alignment steamer crash,1.0,57.0,transfer chain out of alignment (potential seamer crash)
235,235,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,43,issues with seamer crashes tappet chain going out of sequence,17,Short Stop,True,False,False,False,False,2021,7,13,4,1,False,issues with seamer crashes tappet chain going out of sequence,{},issue steamer crash tappet chain go sequence,1.0,57.0,transfer chain out of alignment (potential seamer crash)
236,236,Machine Stop,Filler,PILZ system,Doors tripped,16,doors tripped crafts reset,17,Short Stop,False,True,False,False,False,2021,7,13,11,1,False,doors tripped crafts reset,{},door trip craft reset,4.0,20.0,"filler doors tripped, crafts came to reset"
237,237,Machine Stop,Filler,PILZ system,Doors tripped,17,filler doors tripped crafts reset,17,Short Stop,False,True,False,False,False,2021,7,13,11,1,False,filler doors tripped crafts reset,{},filler door trip craft reset,4.0,20.0,"filler doors tripped, crafts came to reset"
238,238,Machine Stop,Filler,PILZ system,Full safety circuit tripped,15,filler and seamer pilz tripping,17,Short Stop,False,True,False,False,False,2021,7,13,16,1,False,filler and seamer pilz tripping,{},filler steamer pile tripping,2.0,33.0,"all alarms alarming, crafts resetting alarms"
239,239,Machine Stop,Filler,PILZ system,Full safety circuit tripped,9,tripped again,17,Short Stop,False,True,False,False,False,2021,7,13,17,1,False,tripped again,{},trip,2.0,33.0,"all alarms alarming, crafts resetting alarms"
240,240,Machine Stop,Filler,PILZ system,Full safety circuit tripped,3,tripped,17,Short Stop,False,True,False,False,False,2021,7,13,18,1,False,tripped,{},trip,2.0,33.0,"all alarms alarming, crafts resetting alarms"
241,241,Machine Stop,Filler,PILZ system,Full safety circuit tripped,20,all e stops alarming Crafts had to perform reset,17,Short Stop,False,False,True,False,False,2021,7,13,21,1,False,all e stops alarming crafts had to perform reset,{},e stop alarming craft perform reset,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
242,242,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,7,Damaged can coming through infeed scroll caused filler crash. Removed cans and restarted filler.,17,Short Stop,False,False,True,False,False,2021,7,14,0,2,False,damaged can coming through infeed scroll caused filler crash removed cans and restarted filler,{},damage come infeed scroll cause filler crash remove can restart filler,5.0,9.0,filler crash due to damaged cans coming into scroll
243,243,Machine Stop,Filler,PILZ system,Full safety circuit tripped,17,PILZ Issue filler emergency stopped waiting for crafrts to reset.,17,Short Stop,False,False,True,False,False,2021,7,14,6,2,False,pilz issue filler emergency stopped waiting for crafrts to reset,{},pile issue filler emergency stop wait craft reset,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
244,244,Machine Stop,Filler,PILZ system,Full safety circuit tripped,24,tripped at start of shift,17,Short Stop,False,True,False,False,False,2021,7,14,7,2,False,tripped at start of shift,{},trip start shift,2.0,33.0,"all alarms alarming, crafts resetting alarms"
245,245,Machine Stop,Filler,Starwheel,Fault not listed,5,filled bin,17,Short Stop,False,False,True,False,False,2021,7,15,4,3,False,filled bin,{},fill bin,3.0,28.0,issue with pressure valve or co2 levels
246,246,Machine Stop,Filler,PILZ system,Full safety circuit tripped,5,tripped,17,Short Stop,False,True,False,False,False,2021,7,16,21,4,False,tripped,{},trip,2.0,33.0,"all alarms alarming, crafts resetting alarms"
247,247,Machine Stop,Filler,Door,Fault not listed,40,"filler doors tripped,reset",17,Breakdown,True,False,False,False,False,2021,7,17,11,5,True,filler doors trippedreset,{},filler door trippedreset,0.0,25.0,door would not close 
248,248,Machine Stop,Filler,Cams,Fault not listed,10,fobbing cans,17,Breakdown,True,False,False,False,False,2021,7,17,16,5,True,fobbing cans,{},fob can,4.0,29.0,problem with pressure drop or co2 levels
249,249,Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,11,damaged cans,17,Breakdown,True,False,False,False,False,2021,7,18,7,6,True,damaged cans,{},damage can,4.0,60.0,"transfer chain out of alignment, causing damage to cans"
250,250,Machine Stop,Filler,Channel pressure,Pressure drop,9,after Co2 issue,17,Breakdown,True,False,False,False,False,2021,7,18,8,6,True,after issue,{},issue,2.0,51.0,ring bowl pressure increasing and channel pressure dropping
251,251,Machine Stop,Filler,Tappet chain,Cans jammed,9,also jammed can lid 14,17,Breakdown,True,False,False,False,False,2021,7,18,9,6,True,also jammed can lid ,{},jammed lid,1.0,11.0,"cans stuck in scroll, damaging goods , might have caused the co2 alarm to ring"
252,252,Machine Stop,Filler,Bowl pressure,Pressure Control,2,pressure dropped,17,Short Stop,True,False,False,False,False,2021,7,20,0,1,False,pressure dropped,{},pressure drop,0.0,47.0,pressure drop
253,253,Machine Stop,Filler,PILZ system,Full safety circuit tripped,22,filler stopping for no reason pilz checked all sensors,17,Short Stop,False,False,True,False,False,2021,7,20,9,1,False,filler stopping for no reason pilz checked all sensors,{},filler stop reason pile check sensor,1.0,32.0,"all alarms alarming, crafts resetting alarms"
254,254,Machine Stop,Filler,PILZ system,Full safety circuit tripped,14,tripped out stopping filler re setting every 30 seconds,17,Short Stop,False,False,True,False,False,2021,7,20,12,1,False,tripped out stopping filler re setting every seconds,{},trip stop filler set second,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
255,255,Machine Stop,Filler,PILZ system,Full safety circuit tripped,12,filler just stopping pilz tripping system re set,17,Short Stop,False,False,True,False,False,2021,7,20,15,1,False,filler just stopping pilz tripping system re set,{},filler stop pile tripping system set,2.0,33.0,"all alarms alarming, crafts resetting alarms"
256,256,Machine Stop,Filler,Filling heads,Fault not listed,7,Gas v?v stuck on head 15,17,Breakdown,True,False,False,False,False,2021,7,21,3,2,False,gas vv stuck on head ,{},gas v stick head,3.0,28.0,issue with pressure valve or co2 levels
257,257,Machine Stop,Filler,Filling heads,Underfilling Head (Fibre Washer),23,Heads 13 & 28 underfilling,17,Breakdown,True,False,False,False,False,2021,7,21,4,2,False,heads underfilling,{},head undersell,2.0,69.0,"underfilling head, crafts still investigating"
258,258,Machine Stop,Filler,Channel pressure,Pressure drop,2,drop In pressure,17,Short Stop,False,True,False,False,False,2021,7,22,11,3,False,drop in pressure,{},drop pressure,0.0,49.0,pressure drop
259,259,Machine Stop,Filler,Channel pressure,Pressure drop,4,Pressure low. Wouldn’t start filler.,17,Short Stop,False,False,True,False,False,2021,7,23,1,4,False,pressure low wouldn’t start filler,{},pressure low start filler,2.0,51.0,ring bowl pressure increasing and channel pressure dropping
260,260,Machine Stop,Filler,PILZ system,Full safety circuit tripped,5,all alarms showing on filler mimic screen,17,Short Stop,False,False,False,False,True,2021,7,23,12,4,False,all alarms showing on filler mimic screen,{},alarm show filler mimic screen,1.0,32.0,"all alarms alarming, crafts resetting alarms"
261,261,Machine Stop,Filler,Lubrication issues,Fault not listed,27,water leak on valve79,17,Short Stop,False,False,False,False,True,2021,7,23,14,4,False,water leak on ,{},water leak,3.0,28.0,issue with pressure valve or co2 levels
262,262,Machine Stop,Filler,Lubrication issues,Fault not listed,93,leak on valve 79 crafts repairin80,17,Breakdown,False,False,False,False,True,2021,7,23,15,4,False,leak on valve crafts ,{},leak valve craft,3.0,28.0,issue with pressure valve or co2 levels
263,263,Machine Stop,Filler,Bowl level,Fault not listed,20,handed over from previous shift issue with buffers unable to input on data capture buffer tank A showing to have 6HL left in tank when emptying out but both low level probes were on so tank was showing 6HL but was empty with cans still on line so operator,17,Short Stop,False,True,False,False,False,2021,7,23,19,4,False,handed over from previous shift issue with buffers unable to input on data capture buffer tank a showing to have left in tank when emptying out but both low level probes were on so tank was showing but was empty with cans still on line so operator,{},hand previous shift issue buffer unable input datum capture buffer tank showing leave tank empty low level probe tank show can line operator,3.0,28.0,issue with pressure valve or co2 levels
264,264,Machine Stop,Filler,In-feed scroll,Cans jammed,3,cans jammed inside infeed scroll on start up,17,Short Stop,False,True,False,False,False,2021,7,25,1,6,True,cans jammed inside infeed scroll on start up,{},can jam inside infeed scroll start,1.0,11.0,"cans stuck in scroll, damaging goods , might have caused the co2 alarm to ring"
265,265,Machine Stop,Filler,In-feed scroll,Cans jammed,29,numerous crashes trying to start up after asset care,17,Breakdown,True,False,False,False,False,2021,7,26,16,0,False,numerous crashes trying to start up after asset care,{},numerous crash try start asset care,1.0,11.0,"cans stuck in scroll, damaging goods , might have caused the co2 alarm to ring"
266,266,Machine Stop,Filler,In-feed scroll,Fault not listed,34,intermittant crafts called but on other breakdowns Malfuntion not allowing cans into filler scroll without holding yellow button in then  only allowing a couple of revolutions,17,Breakdown,True,False,False,False,False,2021,7,26,17,0,False,intermittant crafts called but on other breakdowns malfuntion not allowing cans into filler scroll without holding yellow button in then only allowing a couple of revolutions,{},intermittent craft call breakdown malfunction allow can filler scroll hold yellow button allow couple revolution,3.0,28.0,issue with pressure valve or co2 levels
267,267,Machine Stop,Filler,Clutch,Fault not listed,10,can jammed causing clutch to go out,17,Short Stop,False,False,False,False,True,2021,7,26,21,0,False,can jammed causing clutch to go out,{},jammed cause clutch,3.0,28.0,issue with pressure valve or co2 levels
268,268,Machine Stop,Filler,Tappet chain,Fault not listed,9,can jam,17,Short Stop,False,False,False,False,True,2021,7,26,21,0,False,can jam,{},jam,2.0,27.0,"can jammed on infeed scroll or filler, causing cans to not be able to able filler"
269,269,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,8,Caused filler crash.,17,Short Stop,False,False,True,False,False,2021,7,27,9,1,False,caused filler crash,{},cause filler crash,5.0,9.0,filler crash due to damaged cans coming into scroll
270,270,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,5,Filler crash,17,Short Stop,False,False,True,False,False,2021,7,27,12,1,False,filler crash,{},filler crash,5.0,9.0,filler crash due to damaged cans coming into scroll
271,271,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,12,"Filler crash caused bowl to empty, Removed cans, Re-pressurized bowl and restarted filler.",17,Short Stop,False,False,True,False,False,2021,7,27,17,1,False,filler crash caused bowl to empty removed cans repressurized bowl and restarted filler,{},filler crash cause bowl removed can depressurize bowl restart filler,2.0,6.0,"damaged cans go through scroll. causing cans damaged, scroll to jam on infeed to seamer"
272,272,Machine Stop,Filler,Starwheel,Fault not listed,17,gapping cans on start up falling into infeed scroll and getting jammed inside starwheel,17,Short Stop,True,False,False,False,False,2021,7,27,19,1,False,gapping cans on start up falling into infeed scroll and getting jammed inside starwheel,{},gap can start fall infeed scroll get jam inside gearwheel,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
273,273,Machine Stop,Filler,Starwheel,Fault not listed,12,fallen cans into  filler infeed and jamming under starwheel,17,Short Stop,True,False,False,False,False,2021,7,27,22,1,False,fallen cans into filler infeed and jamming under starwheel,{},fall can filler infeed jam gearwheel,1.0,26.0,"crash jamming at infeed scroll causing crash at infeed scroll or filler, possibly preventing cans going into the filler"
274,274,Machine Stop,Filler,PILZ system,Full safety circuit tripped,22,jam on infeed scroll cleared and tripped out filler circuit,17,Short Stop,True,False,False,False,False,2021,7,28,0,2,False,jam on infeed scroll cleared and tripped out filler circuit,{},jam infeed scroll clear trip filler circuit,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
275,275,Machine Stop,Filler,PILZ system,Full safety circuit tripped,22,Filler tripped crafts in attendence ongoing issue. Crafts had to perform a  reset in control panel. (line on buildback when tripped),17,Short Stop,False,False,True,False,False,2021,7,28,10,2,False,filler tripped crafts in attendence ongoing issue crafts had to perform a reset in control panel line on buildback when tripped,{},filler trip craft attendance ongoing issue craft perform reset control panel line buildback trip,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
276,276,Machine Stop,Filler,PILZ system,Full safety circuit tripped,21,Filler tripped out causing ring bowl to empty and lose pressure crafts in attendence. Ongoing issue Crafts trying to reset in control cabinet. Re-pressuized bowl and restarted.,17,Short Stop,False,False,True,False,False,2021,7,28,11,2,False,filler tripped out causing ring bowl to empty and lose pressure crafts in attendence ongoing issue crafts trying to reset in control cabinet repressuized bowl and restarted,{},filler trip cause ring bowl lose pressure craft attendance ongoing issue craft try reset control cabinet depressurize bowl restart,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
277,277,Machine Stop,Filler,PILZ system,Full safety circuit tripped,24,Filler tripped out causing ring bowl to empty and lose pressure crafts in attendence. Ongoing issue Crafts trying to reset in control cabinet. Re-pressuized bowl and restarted.,17,Short Stop,False,False,True,False,False,2021,7,28,12,2,False,filler tripped out causing ring bowl to empty and lose pressure crafts in attendence ongoing issue crafts trying to reset in control cabinet repressuized bowl and restarted,{},filler trip cause ring bowl lose pressure craft attendance ongoing issue craft try reset control cabinet depressurize bowl restart,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
278,278,Machine Stop,Filler,PILZ system,Full safety circuit tripped,4,Filler fast stopped E-Stop fault again. Reset and restarted,17,Short Stop,False,False,True,False,False,2021,7,28,13,2,False,filler fast stopped estop fault again reset and restarted,{},filler fast stop estop fault reset restart,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
279,279,Machine Stop,Filler,PILZ system,Full safety circuit tripped,11,Filler fast stopped E-Stop fault again. Reset and restarted ongoing issue.,17,Short Stop,False,False,True,False,False,2021,7,28,13,2,False,filler fast stopped estop fault again reset and restarted ongoing issue,{},filler fast stop estop fault reset restart ongoing issue,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
280,280,Machine Stop,Filler,PILZ system,Full safety circuit tripped,16,Filler tripping out every 5mins ongoing issue with PILZ system crafts investigating.,17,Short Stop,False,False,True,False,False,2021,7,28,14,2,False,filler tripping out every ongoing issue with pilz system crafts investigating,{},filler trip ongoing issue pile system craft investigate,2.0,33.0,"all alarms alarming, crafts resetting alarms"
281,281,Machine Stop,Filler,PILZ system,Full safety circuit tripped,8,Filler fast stopped E-Stop fault again ongoing issue. Reset and restarted crafts investigating.,17,Short Stop,False,False,True,False,False,2021,7,28,15,2,False,filler fast stopped estop fault again ongoing issue reset and restarted crafts investigating,{},filler fast stop estop fault ongoing issue reset restart craft investigate,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
282,282,Machine Stop,Filler,PILZ system,Full safety circuit tripped,21,Filler fast stopped E-Stop fault again. Reset and restarted ongoing issue crafts investigating.,17,Short Stop,False,False,True,False,False,2021,7,28,15,2,False,filler fast stopped estop fault again reset and restarted ongoing issue crafts investigating,{},filler fast stop estop fault reset restart ongoing issue craft investigate,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
283,283,Machine Stop,Filler,Tappet chain,Fault not listed,5,cans fallen on transfer chain to seamer operator picking up all cans,17,Short Stop,False,True,False,False,False,2021,7,29,8,3,False,cans fallen on transfer chain to seamer operator picking up all cans,{},can fall transfer chain steamer operator pick can,3.0,28.0,issue with pressure valve or co2 levels
284,284,Machine Stop,Filler,PILZ system,Full safety circuit tripped,17,ESTOP fault on all doors crafts reseting in panels,17,Breakdown,False,True,False,False,False,2021,7,29,12,3,False,estop fault on all doors crafts reseting in panels,{},estop fault door craft reset panel,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
285,285,Machine Stop,Filler,PILZ system,Doors tripped,18,ESTOP fault on all doors crafts reseting in panels,17,Breakdown,False,True,False,False,False,2021,7,29,14,3,False,estop fault on all doors crafts reseting in panels,{},estop fault door craft reset panel,4.0,20.0,"filler doors tripped, crafts came to reset"
286,286,Machine Stop,Filler,PILZ system,Full safety circuit tripped,13,Estop fault on filler all doors tripped craft called to reset in panel but operator then managed to reset at filler,17,Short Stop,False,True,False,False,False,2021,7,29,16,3,False,estop fault on filler all doors tripped craft called to reset in panel but operator then managed to reset at filler,{},estop fault filler door trip craft call reset panel operator manage reset filler,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
287,287,Machine Stop,Filler,Main Drive,Motor/Gearbox Failure,8,frequency invertor main drive craft called and is powering filler down in panel to reset,17,Breakdown,False,True,False,False,False,2021,7,29,17,3,False,frequency invertor main drive craft called and is powering filler down in panel to reset,{},frequency inventor main drive craft call power filler panel reset,0.0,42.0,motor gearbox failure
288,288,Machine Stop,Filler,PILZ system,Full safety circuit tripped,23,Filler fast stopped PILZ system { E-stop fault ) ongoing issue caused ring bowl to lose pressure and empty. Crafts in attendence. Crafts made adjustments to filler guard sensors tested all ok.,17,Short Stop,False,False,True,False,False,2021,7,29,20,3,False,filler fast stopped pilz system estop fault ongoing issue caused ring bowl to lose pressure and empty crafts in attendence crafts made adjustments to filler guard sensors tested all ok,{},filler fast stop pile system estop fault ongoing issue cause ring bowl lose pressure craft attendance craft adjustment filler guard sensor test ok,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
289,289,Machine Stop,Filler,PILZ system,Full safety circuit tripped,6,ESTOP fualt alarming on all doors able to reset at filler but fault reoccuring seconds later,17,Short Stop,False,True,False,False,False,2021,7,30,11,4,False,estop fualt alarming on all doors able to reset at filler but fault reoccuring seconds later,{},estop fault alarming door able reset filler fault reoccurre second later,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
290,290,Machine Stop,Filler,PILZ system,Full safety circuit tripped,10,ESTOP fualt alarming on all doors able to reset at filler but fault reoccuring seconds later craft called to power down and then power back up system in panel to try and improve issue,17,Breakdown,False,True,False,False,False,2021,7,30,12,4,False,estop fualt alarming on all doors able to reset at filler but fault reoccuring seconds later craft called to power down and then power back up system in panel to try and improve issue,{},estop fault alarming door able reset filler fault reoccurre second later craft call power power system panel try improve issue,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
291,291,Machine Stop,Filler,In-feed scroll,Cans jammed,10,damaged can caught in infeed scroll stopping cant stop operator entered to remove and removed any cans in filler,17,Short Stop,False,True,False,False,False,2021,7,30,14,4,False,damaged can caught in infeed scroll stopping cant stop operator entered to remove and removed any cans in filler,{},damage catch infeed scroll stop not stop operator enter remove remove can filler,0.0,10.0,filler crash due to cans coming into scroll
292,292,Machine Stop,Filler,In-feed scroll,Cans jammed,8,damaged can entered scroll stopping can stop,17,Short Stop,False,True,False,False,False,2021,7,30,18,4,False,damaged can entered scroll stopping can stop,{},damage enter scroll stopping stop,3.0,13.0," Can jammed in starwheel damaging cans coming into filler causing a filler crash.  Cleared cans, Removed jammed can and restarted."
293,293,Machine Stop,Filler,PILZ system,Full safety circuit tripped,15,Filler fast stopped PILZ system { E-stop fault ) ongoing issue caused ring bowl to lose pressure and empty. Crafts in attendence.,17,Short Stop,False,False,True,False,False,2021,7,31,0,5,True,filler fast stopped pilz system estop fault ongoing issue caused ring bowl to lose pressure and empty crafts in attendence,{},filler fast stop pile system estop fault ongoing issue cause ring bowl lose pressure craft attendance,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
294,294,Machine Stop,Filler,Filling heads,Fault not listed,7,working out beer/materials,17,Short Stop,False,False,False,False,True,2021,7,31,15,5,True,working out beermaterials,{},work beermaterial,3.0,28.0,issue with pressure valve or co2 levels
295,295,Machine Stop,Filler,PILZ system,Full safety circuit tripped,25,"pilz tripped out crafts in attendance,reset pilz",17,Short Stop,False,False,False,False,True,2021,8,1,9,6,True,pilz tripped out crafts in attendancereset pilz,{},pile trip craft attendancereset pile,2.0,33.0,"all alarms alarming, crafts resetting alarms"
296,296,Machine Stop,Filler,PILZ system,Full safety circuit tripped,54,craft investigating pilz tripping,17,Short Stop,False,False,False,False,True,2021,8,1,10,6,True,craft investigating pilz tripping,{},craft investigate pile tripping,2.0,33.0,"all alarms alarming, crafts resetting alarms"
297,297,Machine Stop,Filler,Bowl pressure,Pressure Control,3,Pressure drop.,17,Short Stop,True,False,False,False,False,2021,8,3,10,1,False,pressure drop,{},pressure drop,0.0,47.0,pressure drop
298,298,Machine Stop,Filler,Bowl pressure,Pressure Control,3,bowl pressure drop due to gapping cans,17,Short Stop,True,False,False,False,False,2021,8,3,11,1,False,bowl pressure drop due to gapping cans,{},bowl pressure drop gap can,1.0,48.0,"bowl pressure low , possibly due to damaged cans came into filler causing bowl pressure to drop and seamer crash clearing all cans out of filler"
299,299,Machine Stop,Filler,Bowl pressure,Pressure Control,3,pressure drop,17,Short Stop,True,False,False,False,False,2021,8,3,13,1,False,pressure drop,{},pressure drop,0.0,47.0,pressure drop
300,300,Machine Stop,Filler,Bowl pressure,Pressure Control,3,pressure drop,17,Short Stop,True,False,False,False,False,2021,8,3,16,1,False,pressure drop,{},pressure drop,0.0,47.0,pressure drop
301,301,Machine Stop,Filler,Filling heads,Fault not listed,25,"issues with the weights liased with teamleader/jack farr crafts are being informed on handover,instructed to restart",17,Short Stop,False,False,False,False,True,2021,8,4,6,2,False,issues with the weights liased with teamleaderjack farr crafts are being informed on handoverinstructed to restart,{},issue weight lease teamleaderjack far craft inform handoverinstructe restart,3.0,28.0,issue with pressure valve or co2 levels
302,302,Machine Stop,Filler,PILZ system,Full safety circuit tripped,26,Pilz system e-stop fault ongoing issue crafts investigating. Caused ring bowl to lose pressure and empty. Crafts trying to perform reset in control cabinet.,17,Short Stop,False,False,True,False,False,2021,8,4,12,2,False,pilz system estop fault ongoing issue crafts investigating caused ring bowl to lose pressure and empty crafts trying to perform reset in control cabinet,{},pile system estop fault ongoing issue craft investigate cause ring bowl lose pressure craft try perform reset control cabinet,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
303,303,Machine Stop,Filler,PILZ system,Full safety circuit tripped,26,Pilz system e-stop fault ongoing issue crafts investigating. Caused ring bowl to lose pressure and empty. Crafts trying to perform reset in control cabinet.,17,Breakdown,False,False,True,False,False,2021,8,4,12,2,False,pilz system estop fault ongoing issue crafts investigating caused ring bowl to lose pressure and empty crafts trying to perform reset in control cabinet,{},pile system estop fault ongoing issue craft investigate cause ring bowl lose pressure craft try perform reset control cabinet,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
304,304,Machine Stop,Filler,PILZ system,Full safety circuit tripped,20,Pilz system e-stop fault ongoing issue crafts investigating. Caused ring bowl to lose pressure and empty. Crafts trying to perform reset in control cabinet. Crafts also checking all door sensors,17,Short Stop,False,False,True,False,False,2021,8,4,17,2,False,pilz system estop fault ongoing issue crafts investigating caused ring bowl to lose pressure and empty crafts trying to perform reset in control cabinet crafts also checking all door sensors,{},pile system estop fault ongoing issue craft investigate cause ring bowl lose pressure craft try perform reset control cabinet craft check door sensor,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
305,305,Machine Stop,Filler,Filling heads,Fault not listed,8,MB Stopped filler waiting on confirmation to run extra 20 000. Did seamer flush.,17,Short Stop,True,False,False,False,False,2021,8,4,19,2,False,mb stopped filler waiting on confirmation to run extra did seamer flush,{},mb stop filler wait confirmation run extra steamer flush,3.0,28.0,issue with pressure valve or co2 levels
306,306,Machine Stop,Filler,Bowl pressure,Pressure Control,3,drop in pressure,17,Short Stop,True,False,False,False,False,2021,8,5,5,3,False,drop in pressure,{},drop pressure,0.0,47.0,pressure drop
307,307,Machine Stop,Filler,Bowl pressure,Pressure Control,2,Pressure drop x 2,17,Short Stop,False,False,True,False,False,2021,8,5,15,3,False,pressure drop x ,{},pressure drop x,0.0,47.0,pressure drop
308,308,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,10,Damaged can caused filler crash. Cleared cans and performed reset.,17,Short Stop,False,False,True,False,False,2021,8,5,17,3,False,damaged can caused filler crash cleared cans and performed reset,{},damage cause filler crash clear can perform reset,5.0,9.0,filler crash due to damaged cans coming into scroll
309,309,Machine Stop,Filler,PILZ system,Full safety circuit tripped,7,emergency stop alarms for no reason x4,17,Breakdown,True,False,False,False,False,2021,8,5,22,3,False,emergency stop alarms for no reason ,{},emergency stop alarm reason,1.0,32.0,"all alarms alarming, crafts resetting alarms"
310,310,Machine Stop,Filler,PILZ system,Full safety circuit tripped,11,e stop fault unable to reset at filler at first had to open and close seamer doors multiple times before would reset,17,Short Stop,False,True,False,False,False,2021,8,6,8,4,False,e stop fault unable to reset at filler at first had to open and close seamer doors multiple times before would reset,{},e stop fault unable reset filler open close steamer door multiple time reset,0.0,31.0,"full safety circuit tripped, crafts investigating, reset needed"
311,311,Machine Stop,Filler,PILZ system,Full safety circuit tripped,17,safety circuit tripped craft reseting,17,Short Stop,False,True,False,False,False,2021,8,6,10,4,False,safety circuit tripped craft reseting,{},safety circuit trip craft reset,3.0,34.0,"pilz system tripped out, crafts investigating the root cause of failure"
312,312,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,13,"Fallen/Damaged can come through infeed scroll knocking over all cans coming into filler causing a massive filler crash. Cleared cans , Inspected scroll and restarted filler. Requirtes further investigation.",17,Short Stop,False,False,True,False,False,2021,8,6,19,4,False,fallendamaged can come through infeed scroll knocking over all cans coming into filler causing a massive filler crash cleared cans inspected scroll and restarted filler requirtes further investigation,{},fallendamaged come infeed scroll knock can come filler cause massive filler crash clear can inspect scroll restart filler require investigation,5.0,9.0,filler crash due to damaged cans coming into scroll
313,313,Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,5,"Ongoing issue causing filler crashes, Requires further investigation.",17,Short Stop,False,False,True,False,False,2021,8,6,20,4,False,ongoing issue causing filler crashes requires further investigation,{},ongoing issue cause filler crash require investigation,5.0,9.0,filler crash due to damaged cans coming into scroll
