Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType,Shift_Fosters/Green,Shift_Heineken/Orange,Shift_John Smiths/Pink,Shift_John Smiths/Yellow,Shift_Strongbow/Yellow,Year,Month,Day,Hour,DayOfWeek,IsWeekend
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,,17,Short Stop,True,False,False,False,False,2022,5,4,21,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,26.0,Tappet chain jam however the filler doors have tripped out so currently unable to open them to clear jam. Crafts called out and they changed the contactor on the contreol switch,17,Breakdown,True,False,False,False,False,2022,5,4,21,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,,17,Short Stop,True,False,False,False,False,2022,5,4,23,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,3.0,,17,Short Stop,True,False,False,False,False,2022,5,5,0,3,False
Machine Stop,Filler,In-feed scroll,Cans jammed,25.0,damaged cans causing several crashes,17,Breakdown,True,False,False,False,False,2022,5,5,1,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,DROP IN BOWL PRESSURE,17,Short Stop,True,False,False,False,False,2022,5,5,1,3,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4.0,,17,Short Stop,True,False,False,False,False,2022,5,5,5,3,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,3.0,,17,Short Stop,True,False,False,False,False,2022,5,5,6,3,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,15.0,Crafts adjusting timing on tappet chain,17,Short Stop,False,True,False,False,False,2022,5,5,16,3,False
Machine Stop,Filler,Filling heads,Underfilling Head (Valves),11.0,cleaned purge pin on head 126/127,17,Short Stop,False,True,False,False,False,2022,5,5,17,3,False
Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,12.0,Checking scroll for damaged cans.,17,Short Stop,False,False,True,False,False,2022,5,7,3,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,5.0,,17,Short Stop,False,True,False,False,False,2022,5,7,20,5,True
Machine Stop,Filler,PILZ system,Fault not listed,3.0,,17,Short Stop,False,True,False,False,False,2022,5,7,21,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,6.0,,17,Short Stop,False,True,False,False,False,2022,5,7,22,5,True
Machine Stop,Filler,In-feed scroll,Cans jammed,19.0,can jammed on infeed scroll damaging all cans coming into filler,17,Short Stop,False,True,False,False,False,2022,5,8,1,6,True
Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,Dropped pressure and started gappibng cans.,17,Short Stop,False,False,True,False,False,2022,5,11,7,2,False
Machine Stop,Filler,Bowl pressure,Pressure Control,5.0,Dropped twice.,17,Short Stop,False,False,True,False,False,2022,5,11,11,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,Fallen can on tapping chain causing crash.,17,Short Stop,False,False,True,False,False,2022,5,11,13,2,False
Machine Stop,Filler,Bowl pressure,Pressure Control,10.0,wouldn’t start.,17,Short Stop,False,False,True,False,False,2022,5,11,17,2,False
Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,,17,Short Stop,True,False,False,False,False,2022,5,11,23,2,False
Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,4.0,,17,Short Stop,True,False,False,False,False,2022,5,11,23,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4.0,,17,Short Stop,True,False,False,False,False,2022,5,12,0,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,24.0,"Cooming out of Pit Stop looking at can jam issues, nylon strip and upside down can issues (start stop)",17,Short Stop,False,False,True,False,False,2022,5,12,11,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,35.0,Crafts shaving down warestrip under tapping chain.,17,Short Stop,False,False,True,False,False,2022,5,12,12,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,drop in pressure,17,Short Stop,True,False,False,False,False,2022,5,13,2,4,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,Crafts investigating wear strip above tappet chain,17,Short Stop,False,True,False,False,False,2022,5,13,8,4,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,4.0,,17,Short Stop,False,True,False,False,False,2022,5,13,17,4,False
Machine Stop,Filler,In-feed scroll,Cans jammed,5.0,Large back to back crashes,17,Short Stop,False,False,True,False,False,2022,5,14,20,5,True
Machine Stop,Filler,PILZ system,Doors tripped,12.0,seamerdoors alarm keeps stopping filler pilz fault but no issues re set,17,Short Stop,False,True,False,False,False,2022,5,16,20,0,False
Machine Stop,Filler,Scroll,Fault not listed,12.0,Cans being damaged coming through in-feed scroll. Scroll cleaned and conveyor cleaned,17,Breakdown,True,False,False,False,False,2022,5,17,9,1,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,15.0,Tappet chain jam. Damaged lids in end feeder and jammed lids,17,Breakdown,True,False,False,False,False,2022,5,18,8,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,3.0,,17,Short Stop,True,False,False,False,False,2022,5,18,9,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,Crafts are working on the braking system on the filler. This is to do with jams along the tappet chain when the filler is stopping/braking,17,Breakdown,True,False,False,False,False,2022,5,18,11,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4.0,,17,Short Stop,True,False,False,False,False,2022,5,18,12,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4.0,,17,Short Stop,True,False,False,False,False,2022,5,18,16,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,25.0,"pilz system tripped, lots of emergency stop alarms,crafts reset",17,Breakdown,True,False,False,False,False,2022,5,18,17,2,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,,17,Short Stop,True,False,False,False,False,2022,5,18,17,2,False
Machine Stop,Filler,PILZ system,Panels tripped,6.0,"E-Stop fault, Ring bowl emptied. Crafts had to Reset e-stop fault in control cabinet, Re-filled ring bowl and restarted filler.",17,Short Stop,False,False,True,False,False,2022,5,19,17,3,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,7.0,,17,Short Stop,False,False,True,False,False,2022,5,19,18,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,5.0,Dropping pressure.,17,Short Stop,False,False,True,False,False,2022,5,19,18,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,pressure   drop,17,Short Stop,True,False,False,False,False,2022,5,19,20,3,False
Machine Stop,Filler,Control panel,Fault not listed,5.0,"emergency capper, stop system alarm came on. Bowl level dropped.",17,Short Stop,True,False,False,False,False,2022,5,19,22,3,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,10.0,"emergency capper, emergency stop and circuit tripped out on filler. Crafts called to inspect",17,Breakdown,True,False,False,False,False,2022,5,21,0,5,True
Machine Stop,Filler,Scroll,Fault not listed,31.0,crafts re-timed the filler scroll,17,Short Stop,False,False,False,False,True,2022,5,23,16,0,False
Machine Stop,Filler,Tappet chain,Fault not listed,15.0,Fallen can on tappet chain - caused cans to fall leading to seamer crash,17,Short Stop,False,True,False,False,False,2022,5,24,1,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,12.0,"Empty can crashed on tappet chain, leading to seamer crash",17,Short Stop,False,True,False,False,False,2022,5,24,3,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,Fallen can on tappet chain causing jam on infeed carried into seamer causing further jamming issues,17,Short Stop,False,True,False,False,False,2022,5,24,5,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,Can falling on tappet chain causing cans behind to also fall leading to crash at seamer,17,Short Stop,False,True,False,False,False,2022,5,24,20,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,"Can falling on tappet chain, causing cans behind to fall/crash in seamer - crafts informed",17,Short Stop,False,True,False,False,False,2022,5,24,20,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,7.0,Fallen can on tappet chain leading to seamer crash,17,Short Stop,False,True,False,False,False,2022,5,25,4,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,4.0,Fallen can on chain/led to seamer crash,17,Short Stop,False,True,False,False,False,2022,5,25,5,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,8.0,"filler stopped ,emergency stop alarms,reset",17,Short Stop,True,False,False,False,False,2022,5,26,9,3,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,8.0,emergency stop Pilz ststem,17,Breakdown,True,False,False,False,False,2022,5,26,13,3,False
Machine Stop,Filler,Clutch,Fault not listed,10.0,jammed cans crashed,17,Short Stop,True,False,False,False,False,2022,5,26,14,3,False
Machine Stop,Filler,In-feed scroll,Cans jammed,3.0,Can jam,17,Short Stop,False,False,True,False,False,2022,5,28,11,5,True
Machine Stop,Filler,Bowl level,Level Control,8.0,"Bowl level too low, error through Brewmaxx, valve reset",17,Short Stop,False,False,True,False,False,2022,5,28,12,5,True
Machine Stop,Filler,In-feed scroll,Cans jammed,3.0,,17,Short Stop,False,False,True,False,False,2022,5,28,13,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,3.0,E-Stop fault reset and restarted.,17,Short Stop,False,False,True,False,False,2022,5,28,16,5,True
Machine Stop,Filler,In-feed scroll,Cans jammed,10.0,2x seamer crashes,17,Short Stop,False,True,False,False,False,2022,5,29,10,6,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,11.0,,17,Short Stop,False,False,True,False,False,2022,5,31,6,1,False
Machine Stop,Filler,Bowl level,Fault not listed,23.0,issues with bowl emptied out and seamer lubrication system,17,Short Stop,False,True,False,False,False,2022,6,1,1,2,False
Machine Stop,Filler,PILZ system,Doors tripped,4.0,ALL DOORS TRIPPED,17,Short Stop,False,True,False,False,False,2022,6,1,6,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,tappet chain crash and clutch out of position,17,Short Stop,False,False,False,False,True,2022,6,1,8,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,29.0,crafts out to make adjustments to tension on tappet chain,17,Breakdown,True,False,False,False,False,2022,6,2,11,3,False
Machine Stop,Filler,Bowl level,Level Control,3.0,filler bowl level dropped,17,Short Stop,True,False,False,False,False,2022,6,3,14,4,False
Machine Stop,Filler,Bowl pressure,Fault not listed,5.0,bowl pressure dropped and dumped all beer out of ring bowl. Had to re pressurise,17,Short Stop,False,False,True,False,False,2022,6,4,10,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,6.0,Pilz System E-stop Fault keeps tripping out Causing Bowl pressure to drop empting ring bowl. Crafts investigating.,17,Short Stop,False,False,True,False,False,2022,6,4,10,5,True
Machine Stop,Filler,Bowl level,Level Control,5.0,,17,Short Stop,True,False,False,False,False,2022,6,4,19,5,True
Machine Stop,Filler,PILZ system,Doors tripped,8.0,Doors tripped out,17,Breakdown,True,False,False,False,False,2022,6,4,22,5,True
Machine Stop,Filler,Bowl level,Fault not listed,10.0,Filler dump following CIP,17,Short Stop,False,True,False,False,False,2022,6,6,14,0,False
Machine Stop,Filler,Bowl level,Level Control,3.0,Bowl level too low to start - error message on brewmaxx,17,Short Stop,False,True,False,False,False,2022,6,6,19,0,False
Machine Stop,Filler,In-feed scroll,Cans jammed,7.0,Crash seamer infeed,17,Short Stop,False,True,False,False,False,2022,6,6,22,0,False
Machine Stop,Filler,Scroll,Fault not listed,11.0,Large filler can crash,17,Short Stop,False,False,True,False,False,2022,6,7,0,1,False
Machine Stop,Filler,Main Drive,Fault Not Listed,4.0,Filler not restarting after crashes,17,Short Stop,False,False,True,False,False,2022,6,7,0,1,False
Machine Stop,Filler,Tappet chain,Fault not listed,4.0,Can crash,17,Short Stop,False,False,True,False,False,2022,6,7,3,1,False
Machine Stop,Filler,Bowl level,Level Control,5.0,"Brewmaxx fault - bowl level too low, manual override",17,Short Stop,False,False,True,False,False,2022,6,7,19,1,False
Machine Stop,Filler,Bowl level,Level Control,5.0,Error on brewmaxx - mnaually override valve,17,Short Stop,False,False,True,False,False,2022,6,7,23,1,False
Machine Stop,Filler,Bowl level,Level Control,11.0,"Bowl level dropped with Brewmaxx fault - valve 6005 tripping out, chnaged to 6006",17,Short Stop,False,False,True,False,False,2022,6,8,0,2,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,"Bowl pressure too low, stopped and restarted filler",17,Short Stop,False,False,True,False,False,2022,6,8,5,2,False
Machine Stop,Filler,In-feed scroll,In-feed scroll dirty,38.0,damaged cans in the filler on start up craft present checking timing,17,Short Stop,False,False,False,False,True,2022,6,8,16,2,False
Machine Stop,Filler,Main Drive,Fault Not Listed,28.0,safety ossue perspex door needs refitting craft present,17,Short Stop,False,False,False,False,True,2022,6,8,17,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,10.0,Clutch disengaged following tappet chain jam,17,Short Stop,False,True,False,False,False,2022,6,9,22,3,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,5.0,can crash along tappet chain,17,Short Stop,True,False,False,False,False,2022,6,10,17,4,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,12.0,control panel on filler tripped out,17,Breakdown,True,False,False,False,False,2022,6,12,20,6,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,20.0,"pilz system tripped ,crafts reset",17,Breakdown,True,False,False,False,False,2022,6,12,22,6,True
Machine Stop,Filler,Tappet chain,Fault not listed,8.0,Can crash along chain - extra few mins to realign and clean,17,Short Stop,False,False,True,False,False,2022,6,13,17,0,False
Machine Stop,Filler,Bowl level,Level Control,4.0,,17,Short Stop,True,False,False,False,False,2022,6,13,19,0,False
Machine Stop,Filler,Bowl level,Level Control,4.0,,17,Short Stop,True,False,False,False,False,2022,6,13,21,0,False
Machine Stop,Filler,Clutch,Fault not listed,20.0,clutch out of position,17,Short Stop,False,True,False,False,False,2022,6,15,9,2,False
Machine Stop,Filler,Door,Fault not listed,24.0,Filler door tripped out - cannot close - crafts resetting and changing fuses,17,Short Stop,False,True,False,False,False,2022,6,15,19,2,False
Machine Stop,Filler,In-feed scroll,Cans jammed,10.0,Can torn up into scroll,17,Short Stop,False,False,True,False,False,2022,6,15,19,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,4.0,Safety circuits not resetting,17,Short Stop,False,False,True,False,False,2022,6,15,21,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,Can crash on tappet chain,17,Short Stop,False,False,True,False,False,2022,6,15,21,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,9.0,Emergency stop safety circuits,17,Short Stop,False,False,True,False,False,2022,6,15,22,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,11.0,tripped upstairs,17,Short Stop,False,False,True,False,False,2022,6,15,22,2,False
Machine Stop,Filler,Control panel,Fault not listed,10.0,Filler tripped out had to reset,17,Short Stop,False,True,False,False,False,2022,6,17,22,4,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,4.0,,17,Short Stop,True,False,False,False,False,2022,6,18,15,5,True
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,6.0,,17,Short Stop,True,False,False,False,False,2022,6,19,8,6,True
Machine Stop,Filler,Bowl pressure,Pressure Control,18.0,Bowl pressure plummetting on startup - causing call cans to be rejected and filling up both disharge bins - line stopped to clear up and restart,17,Short Stop,False,False,True,False,False,2022,6,20,14,0,False
Machine Stop,Filler,Tappet chain,Fault not listed,9.0,Damaged cans coming out of filler - stopped line to assess where damage is coming from,17,Short Stop,False,False,True,False,False,2022,6,20,14,0,False
Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,16.0,Damaged cans coming out of filler - stopped to investigate in feed scroll for debris or fault - found scroll handle was not secure enough at front - causing damage to cans coming throguh,17,Short Stop,False,False,True,False,False,2022,6,20,14,0,False
Machine Stop,Filler,Tappet chain,Fault not listed,7.0,Can crash in tappet chain,17,Short Stop,False,False,True,False,False,2022,6,20,15,0,False
Machine Stop,Filler,Bowl level,Level Control,15.0,Brewmaxx error - bowl level dropped,17,Short Stop,False,False,True,False,False,2022,6,20,17,0,False
Machine Stop,Filler,Filling heads,Underfilling Head (Valves),16.0,Filler arm stiff/sticking and throwing empty can off every rotation,17,Breakdown,True,False,False,False,False,2022,6,20,19,0,False
Machine Stop,Filler,Filling heads,Fault not listed,23.0,A bolt on the filling head lever block had come loose and was on an angle so crafts have tightened this up,17,Breakdown,True,False,False,False,False,2022,6,20,19,0,False
Machine Stop,Filler,Filling heads,Fault not listed,92.0,filling head 66 needed to be replaced as it wasn’t filling cans/beer lever not releasing. Filler head replaced,17,Breakdown,True,False,False,False,False,2022,6,20,22,0,False
Machine Stop,Filler,Filling heads,Fault not listed,15.0,air leak in filler can clamping,17,Breakdown,True,False,False,False,False,2022,6,20,23,0,False
Machine Stop,Filler,Filling heads,Fault not listed,20.0,air leak in filler can clamping,17,Breakdown,True,False,False,False,False,2022,6,21,0,1,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,13.0,,17,Short Stop,True,False,False,False,False,2022,6,21,1,1,False
Machine Stop,Filler,In-feed scroll,Can quality coming into scroll,8.0,Filler stopped to investiagte damaged cans - check in feed scroll for debris,17,Short Stop,False,False,True,False,False,2022,6,21,9,1,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,14.0,Safety circuits not resetting on filler - will not restart,17,Short Stop,False,False,True,False,False,2022,6,21,9,1,False
Machine Stop,Filler,Scroll,Fault not listed,6.0,Crafts assessing scroll to see any damage or debris causing damaged cans,17,Short Stop,False,False,True,False,False,2022,6,21,9,1,False
Machine Stop,Filler,Scroll,Fault not listed,9.0,Filler stopped to investigate damaged cans,17,Short Stop,False,False,True,False,False,2022,6,21,9,1,False
Machine Stop,Filler,Bowl pressure,Pressure Control,3.0,,17,Short Stop,False,False,True,False,False,2022,6,21,12,1,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,Emergency stop alarm with none hit then bowl pressure alarm when trying to start back up.,17,Short Stop,False,False,True,False,False,2022,6,21,12,1,False
Machine Stop,Filler,Filling heads,Fault not listed,3.0,Heads overfilling - investigating,17,Short Stop,False,False,True,False,False,2022,6,21,13,1,False
Machine Stop,Filler,Main Drive,Height Adjustment Failure,220.0,"Bowl safety pins dropped too early, physical bowl had to be picked up and put back into original position and then size change could be completed.",17,Short Stop,False,False,True,False,False,2022,6,21,15,1,False
Machine Stop,Filler,Main Drive,Height Adjustment Failure,300.0,"Bowl safety pins dropped too early, physical bowl had to be picked up and put back into original position and then size change could be completed.",17,Breakdown,True,False,False,False,False,2022,6,21,19,1,False
Machine Stop,Filler,Cams,CAM out of position,29.0,bowl not maintaining pressure after start up of size change/ CAMS issue,17,Breakdown,True,False,False,False,False,2022,6,22,0,2,False
Machine Stop,Filler,Cams,Pressure Control,59.0,bowl not maintaining pressure after start up of size change/ CAMS issue,17,Breakdown,True,False,False,False,False,2022,6,22,0,2,False
Machine Stop,Filler,Filling heads,Fault not listed,75.0,filling head 140 not filling can and causing tappet chain crashes,17,Breakdown,True,False,False,False,False,2022,6,22,1,2,False
Machine Stop,Filler,Filling heads,Fault not listed,164.0,filling head 78 not filling/ can crashes happening at tappet chain every rotation. Issues arising from post size change when the bowl was dropped.,17,Breakdown,True,False,False,False,False,2022,6,22,2,2,False
Speed loss,Filler,,,8.0,Speed reduced following size change issues,17,,False,True,False,False,False,2022,6,22,7,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,Transfer chain jam,17,Short Stop,False,True,False,False,False,2022,6,22,7,2,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,22,8,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,53.0,Ian Hartley/Crafts taking filler back into size change,17,Short Stop,False,True,False,False,False,2022,6,22,9,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,119.0,Ian Hartley/Crafts investigating freqency of clutch jams,17,Short Stop,False,True,False,False,False,2022,6,22,11,2,False
Speed loss,Filler,,,18.0,,17,,False,True,False,False,False,2022,6,22,13,2,False
Speed loss,Filler,,,28.0,,17,,False,True,False,False,False,2022,6,22,14,2,False
Machine Stop,Filler,Tappet chain,Fault not listed,28.0,Further investigation into tappet chain crashes,17,Short Stop,False,True,False,False,False,2022,6,22,14,2,False
Speed loss,Filler,,,18.0,,17,,False,True,False,False,False,2022,6,22,15,2,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,22,16,2,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,22,17,2,False
Speed loss,Filler,,,18.0,,17,,False,True,False,False,False,2022,6,22,18,2,False
Speed loss,Filler,,,4.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,22,20,2,False
Speed loss,Filler,,,7.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,22,21,2,False
Speed loss,Filler,,,6.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,22,22,2,False
Speed loss,Filler,,,7.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,22,23,2,False
Machine Stop,Filler,Bowl pressure,Fault not listed,3.0,bowl pressure dropped right down - stopping the filler,17,Short Stop,False,False,True,False,False,2022,6,22,23,2,False
Speed loss,Filler,,,9.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,23,0,3,False
Speed loss,Filler,,,10.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,23,1,3,False
Speed loss,Filler,,,12.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,23,2,3,False
Speed loss,Filler,,,9.0,,17,,False,False,True,False,False,2022,6,23,3,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,Pressure drop,17,Short Stop,False,False,True,False,False,2022,6,23,3,3,False
Speed loss,Filler,,,10.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,23,4,3,False
Speed loss,Filler,,,7.0,Filler running at 1300cpm as advised to avoid crashes on tappet chain,17,,False,False,True,False,False,2022,6,23,5,3,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,23,8,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,Bowl pressure drops,17,Short Stop,False,True,False,False,False,2022,6,23,8,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,Bowl pressure dropping,17,Short Stop,False,True,False,False,False,2022,6,23,8,3,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,23,9,3,False
Machine Stop,Filler,Main Drive,Set up & Adjustments,20.0,Issue with PTO shaft crafts investigating,17,Short Stop,False,True,False,False,False,2022,6,23,9,3,False
Speed loss,Filler,,,9.0,,17,,False,True,False,False,False,2022,6,23,10,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,11,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,11,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,11,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,3.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,12,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,5.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,12,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,11.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,12,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,36.0,can transfer tappet chain,17,Short Stop,False,True,False,False,False,2022,6,23,12,3,False
Machine Stop,Filler,Filling heads,,15.0,Seamer crash,17,Short Stop,False,True,False,False,False,2022,6,23,14,3,False
Machine Stop,Filler,Filling heads,Underfilling Head (Valves),26.0,Crafts Changing damaged vent tube,17,Short Stop,False,True,False,False,False,2022,6,23,14,3,False
Speed loss,Filler,,,8.0,,17,,False,True,False,False,False,2022,6,23,15,3,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,129.0,Ian Hartley Working on Filler with Crafts,17,Breakdown,False,False,True,False,False,2022,6,23,17,3,False
Speed loss,Filler,,,16.0,Filler speed at 1300cpm,17,,False,False,True,False,False,2022,6,23,20,3,False
Machine Stop,Filler,Tappet chain,Fault not listed,69.0,Filler stopped to assess damaged cans,17,Short Stop,False,False,True,False,False,2022,6,23,23,3,False
Machine Stop,Filler,Bowl pressure,Pressure Control,14.0,Bowl pressure dropped so filler auto stopped,17,Short Stop,False,False,True,False,False,2022,6,24,1,4,False
Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,Bowl pressure dropped,17,Short Stop,False,False,True,False,False,2022,6,24,1,4,False
Machine Stop,Filler,Tappet chain,Fault not listed,6.0,Crash on tappet chain,17,Breakdown,False,False,True,False,False,2022,6,24,3,4,False
Machine Stop,Filler,Bowl pressure,Pressure Control,1.0,bowl pressure dropped - auto stopped filler,17,Short Stop,False,False,True,False,False,2022,6,24,4,4,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,12.0,crafts reset safety circuit,17,Breakdown,False,False,False,False,True,2022,6,24,14,4,False
Machine Stop,Filler,Bowl pressure,Fault not listed,2.0,bowl pressure drops,17,Short Stop,False,True,False,False,False,2022,6,25,2,5,True
Machine Stop,Filler,Bowl pressure,Pressure Control,2.0,,17,Short Stop,False,True,False,False,False,2022,6,25,5,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,15.0,safety circuit tripped,17,Breakdown,False,False,False,False,True,2022,6,25,14,5,True
Machine Stop,Filler,PILZ system,Full safety circuit tripped,6.0,reset by crafts,17,Short Stop,False,True,False,False,False,2022,6,25,19,5,True
Machine Stop,Filler,Bowl pressure,Pressure Control,4.0,Bowl pressure crash causing fobbing,17,Short Stop,False,True,False,False,False,2022,6,25,19,5,True
Machine Stop,Filler,PILZ system,Doors tripped,12.0,Crafts reset.,17,Short Stop,False,True,False,False,False,2022,6,25,20,5,True
Machine Stop,Filler,Door,Fault not listed,4.0,,17,Short Stop,True,False,False,False,False,2022,6,26,17,6,True
Machine Stop,Filler,PILZ system,Panels tripped,6.0,all alarms on filler activated,17,Short Stop,False,False,False,False,True,2022,6,26,20,6,True
Machine Stop,Filler,Bowl level,Level Control,14.0,Brewmaxx error when putting beer into buffer tanks - had to repeat initial cycle,17,Short Stop,False,False,True,False,False,2022,6,28,13,1,False
Machine Stop,Filler,Bowl level,Level Control,8.0,Brewmaxx error - Pump 6005 failed - had to manually override to 6006,17,Short Stop,False,False,True,False,False,2022,6,28,14,1,False
Machine Stop,Filler,PILZ system,Panels tripped,13.0,Emergency stop fault caused crash in filler,17,Short Stop,False,False,True,False,False,2022,6,28,15,1,False
Machine Stop,Filler,Tappet chain,Transfer chain out of alignment,6.0,,17,Short Stop,True,False,False,False,False,2022,6,28,22,1,False
Machine Stop,Filler,Channel pressure,Pressure drop,10.0,,17,Short Stop,False,False,True,False,False,2022,6,29,18,2,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,11.0,pilz tripped,17,Short Stop,False,True,False,False,False,2022,7,1,11,4,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,22.0,pilz would not re set re booted,17,Short Stop,False,True,False,False,False,2022,7,1,13,4,False
Machine Stop,Filler,PILZ system,Full safety circuit tripped,22.0,Full safety circuit tripped-filler will not run  found loose wires and re set,17,Short Stop,False,True,False,False,False,2022,7,1,14,4,False
